asignacionId,alumnoId,profesorAsignadoId,semanaIdx,sesionIdx,inicioISO,finISO,duracionRealSeg,duracionObjetivoSeg,bloquesTotales,bloquesCompletados,bloquesOmitidos,finalizada,finAnticipado,motivoFin,calificacion,notas,dispositivo,versionSchema,piezaNombre,planNombre,semanaNombre,sesionNombre,foco,id,created_date,updated_date,created_by_id,created_by,is_sample
"69169484eb7c3b9a186dbe8a","6913f9c07890d136d35d0a77","6913ff6688f046f7e7eb3f3b","0","1","2025-11-12T09:09:00.000Z","2025-11-12T10:09:00.000Z","3600","1500","4","4","0","true","false","terminado","4","Excelente sesión","TestSeed","1.0","Seed – Estudio base","Seed – Plan Base","Semana 1","Sesión B","S&A","69169486c6b8a3df98d53511","2025-11-14T02:31:34.179000","2025-11-14T02:31:34.179000","6913f837bb2b72a49b9d25d2","carlescamarasa@gmail.com","false"
"69169484eb7c3b9a186dbe8a","6913f9c07890d136d35d0a77","6913ff6688f046f7e7eb3f3b","0","2","2025-11-14T21:21:00.000Z","2025-11-14T22:11:00.000Z","3000","840","2","2","0","true","false","terminado","3","Buena práctica","TestSeed","1.0","Seed – Estudio base","Seed – Plan Base","Semana 1","Sesión C","S&A","6916948709a41f2717131546","2025-11-14T02:31:35.478000","2025-11-14T02:31:35.478000","6913f837bb2b72a49b9d25d2","carlescamarasa@gmail.com","false"
"69169484eb7c3b9a186dbe8a","6913f9c07890d136d35d0a77","6913ff6688f046f7e7eb3f3b","0","3","2025-11-15T15:17:00.000Z","2025-11-15T16:12:00.000Z","3300","1500","4","4","0","true","false","terminado","2","Práctica aceptable","TestSeed","1.0","Seed – Estudio base","Seed – Plan Base","Semana 1","Sesión D","S&A","69169488f4c3303759caeeb0","2025-11-14T02:31:36.313000","2025-11-14T02:31:36.313000","6913f837bb2b72a49b9d25d2","carlescamarasa@gmail.com","false"
"69169484eb7c3b9a186dbe8a","6913f9c07890d136d35d0a77","6913ff6688f046f7e7eb3f3b","0","4","2025-11-16T14:21:00.000Z","2025-11-16T14:50:00.000Z","1740","1140","3","3","0","true","false","terminado","4","Excelente sesión","TestSeed","1.0","Seed – Estudio base","Seed – Plan Base","Semana 1","Sesión E","S&A","6916948952012918c46ca677","2025-11-14T02:31:37.526000","2025-11-14T02:31:37.526000","6913f837bb2b72a49b9d25d2","carlescamarasa@gmail.com","false"
"6916948b3d89609d052c1fdb","691432b999585b6c94028617","6913ff6688f046f7e7eb3f3b","0","0","2025-10-27T20:14:00.000Z","2025-10-27T20:42:00.000Z","1680","1020","3","3","0","true","false","terminado","2","Práctica aceptable","TestSeed","1.0","Seed – Estudio base","Seed – Plan Base","Semana 1","Sesión A","RIT","6916948b1dfb53fe9f8505f9","2025-11-14T02:31:39.805000","2025-11-14T02:31:39.805000","6913f837bb2b72a49b9d25d2","carlescamarasa@gmail.com","false"
"6916948b3d89609d052c1fdb","691432b999585b6c94028617","6913ff6688f046f7e7eb3f3b","0","1","2025-10-30T09:10:00.000Z","2025-10-30T09:44:00.000Z","2040","1020","3","3","0","true","false","terminado","3","Buena práctica","TestSeed","1.0","Seed – Estudio base","Seed – Plan Base","Semana 1","Sesión B","RIT","6916948c7859763f31eb74e0","2025-11-14T02:31:40.716000","2025-11-14T02:31:40.716000","6913f837bb2b72a49b9d25d2","carlescamarasa@gmail.com","false"
"6916948b3d89609d052c1fdb","691432b999585b6c94028617","6913ff6688f046f7e7eb3f3b","0","2","2025-11-01T15:30:00.000Z","2025-11-01T15:57:00.000Z","1620","1740","4","4","0","true","false","terminado","1","Sesión difícil","TestSeed","1.0","Seed – Estudio base","Seed – Plan Base","Semana 1","Sesión C","LIG","6916948dfcd8ef2aab7eba50","2025-11-14T02:31:41.844000","2025-11-14T02:31:41.844000","6913f837bb2b72a49b9d25d2","carlescamarasa@gmail.com","false"
"69169490c69f034bf66bc0be","691432b999585b6c94028617","6913ff6688f046f7e7eb3f3b","0","0","2025-11-03T21:30:00.000Z","2025-11-03T22:26:00.000Z","3360","1620","4","4","0","true","false","terminado","1","Sesión difícil","TestSeed","1.0","Seed – Estudio base","Seed – Plan Base","Semana 1","Sesión A","ART","69169490f3749f27779db66b","2025-11-14T02:31:44.382000","2025-11-14T02:31:44.382000","6913f837bb2b72a49b9d25d2","carlescamarasa@gmail.com","false"
"69169490c69f034bf66bc0be","691432b999585b6c94028617","6913ff6688f046f7e7eb3f3b","0","1","2025-11-04T10:45:00.000Z","2025-11-04T11:34:00.000Z","2940","1440","3","3","0","true","false","terminado","3","Buena práctica","TestSeed","1.0","Seed – Estudio base","Seed – Plan Base","Semana 1","Sesión B","ART","691694913ed8843c02bc9cb3","2025-11-14T02:31:45.648000","2025-11-14T02:31:45.648000","6913f837bb2b72a49b9d25d2","carlescamarasa@gmail.com","false"
"69169490c69f034bf66bc0be","691432b999585b6c94028617","6913ff6688f046f7e7eb3f3b","0","2","2025-11-05T15:12:00.000Z","2025-11-05T16:04:00.000Z","3120","1740","4","4","0","true","false","terminado","3","Buena práctica","TestSeed","1.0","Seed – Estudio base","Seed – Plan Base","Semana 1","Sesión C","LIG","69169492550bcb86d8beb707","2025-11-14T02:31:46.808000","2025-11-14T02:31:46.808000","6913f837bb2b72a49b9d25d2","carlescamarasa@gmail.com","false"
"69169490c69f034bf66bc0be","691432b999585b6c94028617","6913ff6688f046f7e7eb3f3b","0","3","2025-11-08T16:28:00.000Z","2025-11-08T17:23:00.000Z","3300","1080","2","2","0","true","false","terminado","2","Práctica aceptable","TestSeed","1.0","Seed – Estudio base","Seed – Plan Base","Semana 1","Sesión D","ART","69169494eb7c3b9a186dbe92","2025-11-14T02:31:48.107000","2025-11-14T02:31:48.107000","6913f837bb2b72a49b9d25d2","carlescamarasa@gmail.com","false"
"69169490c69f034bf66bc0be","691432b999585b6c94028617","6913ff6688f046f7e7eb3f3b","0","4","2025-11-09T14:15:00.000Z","2025-11-09T15:05:00.000Z","3000","840","2","2","0","true","false","terminado","4","Excelente sesión","TestSeed","1.0","Seed – Estudio base","Seed – Plan Base","Semana 1","Sesión E","S&A","6916949471dabc67911cc6af","2025-11-14T02:31:48.902000","2025-11-14T02:31:48.902000","6913f837bb2b72a49b9d25d2","carlescamarasa@gmail.com","false"
"691694966b075a04fb540e13","691432b999585b6c94028617","6913ff6688f046f7e7eb3f3b","0","0","2025-11-10T18:13:00.000Z","2025-11-10T19:10:00.000Z","3420","1800","4","4","0","true","false","terminado","1","Sesión difícil","TestSeed","1.0","Seed – Estudio base","Seed – Plan Base","Semana 1","Sesión A","GEN","691694968f2f0e05eeaeba0c","2025-11-14T02:31:50.345000","2025-11-14T02:31:50.345000","6913f837bb2b72a49b9d25d2","carlescamarasa@gmail.com","false"
"691694966b075a04fb540e13","691432b999585b6c94028617","6913ff6688f046f7e7eb3f3b","0","1","2025-11-11T07:49:00.000Z","2025-11-11T08:21:00.000Z","1920","1740","4","4","0","true","false","terminado","3","Buena práctica","TestSeed","1.0","Seed – Estudio base","Seed – Plan Base","Semana 1","Sesión B","GEN","69169497835fcba2c147da25","2025-11-14T02:31:51.509000","2025-11-14T02:31:51.509000","6913f837bb2b72a49b9d25d2","carlescamarasa@gmail.com","false"
"691694966b075a04fb540e13","691432b999585b6c94028617","6913ff6688f046f7e7eb3f3b","0","2","2025-11-13T10:48:00.000Z","2025-11-13T11:11:00.000Z","1380","1740","4","4","0","true","false","terminado","2","Práctica aceptable","TestSeed","1.0","Seed – Estudio base","Seed – Plan Base","Semana 1","Sesión C","ART","691694985bef3f8bef4a638e","2025-11-14T02:31:52.723000","2025-11-14T02:31:52.723000","6913f837bb2b72a49b9d25d2","carlescamarasa@gmail.com","false"
